종목코드;종목명;시장구분;전일종가;등락폭;등락대비;시작가;고가;저가;거래량;거래액;시가총액;주식발행량;
323280;신영스팩5호;KOSDAQ;2,450;60;-2.39;2,460;2,480;2,415;240,396;587,101,795;8,587,250,000;3,505,000;
344050;신영스팩6호;KOSDAQ;2,425;130;-5.09;2,475;2,480;2,410;332,387;811,076,780;10,439,625,000;4,305,000;
005800;신영와코루;KOSPI;115,000;500;+0.44;114,500;115,500;113,500;842;95,877,500;103,500,000,000;900,000;
001720;신영증권;KOSPI;64,100;0;0.00;64,300;64,800;64,100;5,516;355,079,000;601,657,791,700;9,386,237;
001725;신영증권우;KOSPI;64,600;100;-0.15;64,800;65,000;64,300;2,332;150,511,000;455,673,089,800;7,053,763;
009270;신원;KOSPI;2,435;100;-3.94;2,530;2,640;2,435;19,765,133;50,295,779,755;207,078,485,065;85,042,499;
009275;신원우;KOSPI;50,500;2,200;-4.17;51,700;52,500;50,500;5,386;275,451,600;4,582,370,000;90,740;
017000;신원종합개발;KOSDAQ;6,350;120;-1.85;6,470;6,550;6,290;108,227;689,437,950;74,091,971,450;11,668,027;
002700;신일전자;KOSPI;2,010;35;-1.71;2,030;2,045;1,995;5,392,493;10,947,475,280;142,805,517,210;71,047,521;
012790;신일제약;KOSDAQ;17,100;950;+5.88;16,050;18,150;16,050;1,389,257;23,985,817,350;191,813,880,600;11,217,186;
138070;신진에스엠;KOSDAQ;9,830;170;-1.70;10,000;10,000;9,760;65,068;639,533,360;88,196,558,890;8,972,183;
226330;신테카바이오;KOSDAQ;14,100;0;0.00;14,050;14,300;14,050;75,330;1,063,020,600;190,350,225,600;13,500,016;
019170;신풍제약;KOSPI;64,200;600;-0.93;64,500;65,700;63,600;649,398;41,874,340,800;3,401,636,358,000;52,984,990;
019175;신풍제약우;KOSPI;83,400;800;-0.95;84,200;85,700;83,100;23,386;1,959,676,100;183,480,000,000;2,200,000;
002870;신풍제지;KOSPI;3,010;75;-2.43;3,070;3,080;3,000;144,169;434,378,110;105,225,687,000;34,958,700;
293940;신한알파리츠;KOSPI;8,070;0;0.00;8,080;8,080;7,980;61,700;494,351,140;422,304,092,610;52,330,123;
333050;신한제6호스팩;KOSDAQ;2,295;5;+0.22;2,325;2,325;2,250;152,452;347,899,355;11,497,950,000;5,010,000;
366330;신한제7호스팩;KOSDAQ;2,200;0;0.00;0;0;0;0;0;10,010,000,000;4,550,000;
055550;신한지주;KOSPI;38,900;200;-0.51;39,250;39,450;38,550;1,053,076;40,873,257,300;20,095,722,650,600;516,599,554;
056700;신화인터텍;KOSDAQ;3,655;90;-2.40;3,715;3,745;3,630;214,047;786,915,410;106,488,757,605;29,135,091;
187270;신화콘텍;KOSDAQ;5,280;260;-4.69;5,540;5,550;5,140;329,682;1,756,364,110;53,559,501,600;10,143,845;
004080;신흥;KOSPI;15,500;150;-0.96;15,450;15,600;15,350;7,403;114,294,750;147,250,000,000;9,500,000;
243840;신흥에스이씨;KOSDAQ;63,700;900;-1.39;65,100;65,500;62,900;134,479;8,580,217,900;479,361,164,100;7,525,293;
222800;심텍;KOSDAQ;31,600;950;+3.10;30,700;32,200;29,650;1,810,872;56,726,682,450;1,006,590,918,800;31,854,143;
036710;심텍홀딩스;KOSDAQ;3,465;105;+3.13;3,370;3,470;3,315;988,340;3,364,838,000;140,899,301,235;40,663,579;
160980;싸이맥스;KOSDAQ;21,800;550;-2.46;22,350;22,600;21,700;221,192;4,870,529,350;238,148,497,400;10,924,243;
356890;싸이버원;KOSDAQ;16,350;500;-2.97;16,750;16,750;16,100;94,469;1,540,467,350;75,877,570,500;4,640,830;
217330;싸이토젠;KOSDAQ;59,000;0;0.00;58,900;59,500;58,000;15,733;921,099,400;334,167,976,000;5,663,864;
102280;쌍방울;KOSPI;755;10;-1.31;770;771;755;5,775,316;4,391,022,218;198,257,057,395;262,592,129;
003410;쌍용C&E;KOSPI;8,040;10;-0.12;8,050;8,060;7,980;677,313;5,423,887,480;4,051,031,143,800;503,859,595;
010280;쌍용정보통신;KOSDAQ;1,170;0;0.00;1,155;1,180;1,155;133,463;155,977,440;47,342,919,780;40,464,034;
003620;쌍용차;KOSPI;2,770;0;0.00;0;0;0;0;0;415,056,805,540;149,840,002;
004770;써니전자;KOSPI;3,475;65;-1.84;3,530;3,570;3,470;386,899;1,354,298,795;121,086,413,225;34,845,011;
217320;썬테크;KONEX;7,330;0;0.00;0;0;0;0;0;7,696,500,000;1,050,000;
208640;썸에이지;KOSDAQ;3,265;90;+2.83;3,180;3,335;3,115;708,953;2,304,937,190;445,391,762,240;136,414,016;
222420;쎄노텍;KOSDAQ;2,110;35;-1.63;2,155;2,155;2,105;218,346;462,019,050;84,733,749,250;40,158,175;
037760;쎄니트;KOSDAQ;2,195;65;-2.88;2,260;2,260;2,115;246,575;536,064,465;74,263,261,595;33,832,921;
136510;쎄미시스코;KOSDAQ;36,100;2,650;-6.84;37,750;37,850;35,100;1,171,076;42,143,376,400;247,678,995,400;6,860,914;
099320;쎄트렉아이;KOSDAQ;54,900;600;-1.08;55,500;55,800;54,300;39,385;2,157,999,000;498,799,824,300;9,085,607;
015540;쎌마테라퓨틱스;KOSPI;6,410;0;0.00;0;0;0;0;0;86,229,499,400;13,452,340;
049960;쎌바이오텍;KOSDAQ;19,850;50;-0.25;19,900;19,950;19,650;18,713;370,601,300;186,590,000,000;9,400,000;
050890;쏠리드;KOSDAQ;7,000;140;-1.96;7,150;7,170;6,990;460,257;3,233,881,610;421,966,839,000;60,280,977;
066790;씨씨에스;KOSDAQ;789;22;-2.71;811;816;786;161,363;128,015,803;44,187,996,285;56,005,065;
222080;씨아이에스;KOSDAQ;11,700;350;-2.90;12,100;12,150;11,600;1,066,135;12,542,720,400;672,652,609,200;57,491,676;
004920;씨아이테크;KOSPI;1,145;45;-3.78;1,190;1,225;1,130;391,743;456,306,685;45,744,718,255;39,951,719;
236030;씨알푸드;KONEX;9,750;270;+2.85;9,200;9,750;9,200;301;2,824,470;19,305,000,000;1,980,000;
103660;씨앗;KONEX;5,950;0;0.00;0;0;0;0;0;35,208,952,450;5,917,471;
352480;씨앤씨인터내셔널;KOSDAQ;41,500;450;-1.07;41,550;41,950;41,250;20,058;831,395,850;277,052,381,500;6,675,961;
245450;씨앤에스링크;KONEX;2,370;0;0.00;2,395;2,395;2,020;514;1,042,410;3,744,505,200;1,579,960;
264660;씨앤지하이테크;KOSDAQ;16,100;450;-2.72;16,350;16,900;16,050;83,371;1,363,327,750;135,328,228,000;8,405,480;
352700;씨앤투스성진;KOSDAQ;21,650;100;+0.46;21,300;21,650;21,100;146,237;3,125,875,100;216,403,246,150;9,995,531;
297090;씨에스베어링;KOSDAQ;25,200;500;-1.95;25,600;26,200;24,950;156,438;3,953,512,250;241,426,080,000;9,580,400;
112610;씨에스윈드;KOSPI;79,400;400;+0.51;79,900;80,300;78,800;285,888;22,673,564,500;3,348,409,398,200;42,171,403;
286000;씨엔티드림;KONEX;8,350;10;+0.12;8,600;8,600;8,000;91;730,790;37,870,089,000;4,535,340;
115530;씨엔플러스;KOSDAQ;839;0;0.00;0;0;0;0;0;57,020,957,000;67,963,000;
225330;씨엠에스에듀;KOSDAQ;8,460;260;-2.98;8,640;8,650;8,420;356,587;3,030,421,930;157,648,952,880;18,634,628;
115480;씨유메디칼;KOSDAQ;1,405;45;-3.10;1,450;1,450;1,395;368,987;520,597,855;37,892,744,625;26,969,925;
189330;씨이랩;KOSDAQ;119,000;1,500;-1.24;121,200;121,200;117,800;14,507;1,724,170,400;358,623,398,000;3,013,642;
096530;씨젠;KOSDAQ;71,600;800;+1.13;70,600;73,000;70,200;1,044,259;74,819,992,100;3,739,381,170,400;52,225,994;
900120;씨케이에이치;KOSDAQ;300;0;0.00;297;302;295;81,664;24,274,563;35,023,788,900;116,745,963;
101240;씨큐브;KOSDAQ;8,110;40;-0.49;8,150;8,150;7,980;16,737;134,363,660;82,220,672,240;10,138,184;
060590;씨티씨바이오;KOSDAQ;12,850;1,100;+9.36;11,750;13,150;11,650;2,907,376;36,338,668,600;291,365,050,550;22,674,323;
260930;씨티케이;KOSDAQ;12,050;200;-1.63;12,150;12,400;11,700;263,304;3,173,063,400;233,066,171,550;19,341,591;
013990;아가방컴퍼니;KOSDAQ;5,740;30;+0.53;5,720;5,840;5,560;420,616;2,376,896,050;188,774,456,640;32,887,536;
123860;아나패스;KOSDAQ;24,100;100;+0.42;23,750;24,100;23,700;14,987;356,324,450;273,020,055,300;11,328,633;
025980;아난티;KOSDAQ;10,850;750;-6.47;11,300;11,350;10,800;5,875,581;65,040,176,700;924,754,863,550;85,230,863;
008700;아남전자;KOSPI;3,305;175;-5.03;3,660;3,695;3,225;22,286,256;76,568,005,500;254,897,530,100;77,124,820;
050320;아래스;KOSDAQ;990;0;0.00;0;0;0;0;0;45,205,142,400;45,661,760;
058220;아리온;KOSDAQ;275;0;0.00;0;0;0;0;0;10,717,917,100;38,974,244;
125210;아모그린텍;KOSDAQ;12,350;0;0.00;12,300;12,450;12,100;60,518;738,690,300;203,735,356,500;16,496,790;
002790;아모레G;KOSPI;58,100;700;-1.19;58,800;59,000;58,000;143,229;8,346,879,375;4,790,820,258,000;82,458,180;
00279K;아모레G3우(전환);KOSPI;40,200;100;-0.25;40,750;40,750;40,050;89,605;3,602,195,550;285,106,440,000;7,092,200;
002795;아모레G우;KOSPI;22,250;150;+0.68;22,100;22,300;21,800;12,176;267,197,450;143,373,882,500;6,443,770;
090430;아모레퍼시픽;KOSPI;227,500;1,000;+0.44;225,000;229,000;225,000;104,549;23,742,006,500;13,299,306,475,000;58,458,490;
090435;아모레퍼시픽우;KOSPI;80,200;0;0.00;80,200;80,800;79,600;17,210;1,378,289,000;846,737,966,000;10,557,830;
357580;아모센스;KOSDAQ;18,800;1,850;+10.91;16,650;18,800;15,950;2,000,156;35,289,547,850;210,561,428,800;11,200,076;
052710;아모텍;KOSDAQ;29,850;50;-0.17;30,400;30,400;29,250;65,821;1,947,529,900;290,840,669,100;9,743,406;
074430;아미노로직스;KOSDAQ;2,990;5;+0.17;2,970;3,065;2,965;1,017,546;3,064,693,280;262,602,263,560;87,826,844;
092040;아미코젠;KOSDAQ;39,200;50;-0.13;39,150;39,550;38,800;175,497;6,873,689,400;753,404,792,000;19,219,510;
083930;아바코;KOSDAQ;12,600;100;-0.79;12,600;12,800;12,400;66,439;829,421,950;194,201,254,800;15,412,798;
149950;아바텍;KOSDAQ;23,900;950;+4.14;22,850;24,100;22,800;93,707;2,202,328,150;373,019,250,000;15,607,500;
036010;아비코전자;KOSDAQ;10,300;100;-0.96;10,450;10,550;9,990;962,827;9,896,309,420;136,917,220,200;13,292,934;
002030;아세아;KOSPI;129,000;500;-0.39;129,500;130,000;127,500;4,274;548,007,500;282,642,096,000;2,191,024;
183190;아세아시멘트;KOSPI;123,500;500;+0.41;124,500;125,000;121,000;18,375;2,270,166,000;481,132,411,500;3,895,809;
002310;아세아제지;KOSPI;51,000;1,000;-1.92;51,700;51,900;49,950;84,727;4,291,059,600;456,781,602,000;8,956,502;
050860;아세아텍;KOSDAQ;3,420;125;-3.53;3,560;3,565;3,415;661,785;2,293,311,715;76,950,000,000;22,500,000;
012170;아센디오;KOSPI;2,380;40;-1.65;2,420;2,445;2,375;103,459;247,915,945;151,151,886,480;63,509,196;
246720;아스타;KOSDAQ;5,740;140;-2.38;5,820;5,870;5,650;30,807;176,766,270;65,967,082,020;11,492,523;
067390;아스트;KOSDAQ;7,640;350;+4.80;7,600;7,950;7,350;1,110,930;8,487,948,460;196,311,656,520;25,695,243;
127710;아시아경제;KOSDAQ;4,170;75;-1.77;4,270;4,310;4,080;536,935;2,241,536,795;106,371,420,780;25,508,734;
267850;아시아나IDT;KOSPI;20,650;300;-1.43;20,900;21,000;20,650;18,455;383,639,700;229,215,000,000;11,100,000;
020560;아시아나항공;KOSPI;18,500;150;-0.80;18,650;18,650;18,250;520,904;9,581,672,850;1,376,617,634,000;74,411,764;
154030;아시아종묘;KOSDAQ;7,770;280;-3.48;7,880;8,020;7,770;320,331;2,519,801,730;82,517,159,130;10,619,969;
227610;아우딘퓨쳐스;KOSDAQ;2,410;25;-1.03;2,435;2,670;2,255;617,289;1,528,993,900;53,451,023,680;22,178,848;
143160;아이디스;KOSDAQ;26,000;800;-2.99;26,800;26,800;25,750;18,393;481,663,100;278,626,140,000;10,716,390;
054800;아이디스홀딩스;KOSDAQ;13,900;200;-1.42;14,050;14,050;13,850;8,103;112,753,200;143,833,808,400;10,347,756;
332370;아이디피;KOSDAQ;9,110;220;+2.47;8,990;9,400;8,910;335,359;3,083,501,410;60,461,821,930;6,636,863;
122900;아이마켓코리아;KOSPI;12,200;200;-1.61;12,500;12,550;12,050;298,153;3,642,380,600;407,831,848,000;33,428,840;
339950;아이비김영;KOSDAQ;4,015;150;-3.60;4,095;4,200;3,975;910,879;3,705,655,965;180,460,819,825;44,946,655;
099190;아이센스;KOSDAQ;33,650;150;-0.44;33,700;34,150;33,150;67,205;2,262,897,950;462,258,058,700;13,737,238;
289010;아이스크림에듀;KOSDAQ;8,420;70;+0.84;8,360;8,420;8,270;146,359;1,221,547,400;108,315,191,540;12,864,037;
214430;아이쓰리시스템;KOSDAQ;19,150;250;-1.29;19,400;19,400;18,950;40,700;777,563,250;136,094,454,000;7,106,760;
040910;아이씨디;KOSDAQ;15,650;100;+0.64;15,750;15,950;15,500;243,054;3,822,089,700;282,723,713,450;18,065,413;
068940;아이씨케이;KOSDAQ;3,645;65;+1.82;3,620;3,650;3,515;312,904;1,118,626,115;126,407,586,690;34,679,722;
052860;아이앤씨;KOSDAQ;4,595;80;-1.71;4,690;4,690;4,505;123,663;568,231,965;82,079,814,130;17,862,854;
010780;아이에스동서;KOSPI;51,300;800;-1.54;52,200;52,200;50,800;153,744;7,860,499,900;1,584,790,687,800;30,892,606;
069920;아이에스이커머스;KOSDAQ;3,545;85;-2.34;3,630;3,675;3,530;153,344;547,854,140;91,554,453,290;25,826,362;
038880;아이에이;KOSDAQ;1,180;30;-2.48;1,210;1,215;1,175;3,901,743;4,634,448,965;347,827,597,000;294,769,150;
307180;아이엘사이언스;KOSDAQ;3,795;5;+0.13;3,790;3,850;3,760;134,325;510,620,585;80,537,577,285;21,222,023;
101390;아이엠;KOSDAQ;1,465;85;-5.48;1,550;1,610;1,435;10,723,331;16,025,205,035;92,145,625,670;62,898,038;
078860;아이오케이;KOSDAQ;1,755;10;-0.57;1,770;1,800;1,735;1,570,394;2,775,989,585;156,455,701,740;89,148,548;
114810;아이원스;KOSDAQ;9,540;0;0.00;0;0;0;0;0;243,300,279,960;25,503,174;
031310;아이즈비전;KOSDAQ;4,550;75;-1.62;4,625;4,655;4,530;98,313;449,009,700;74,801,535,900;16,439,898;
185490;아이진;KOSDAQ;38,550;1,500;-3.75;40,050;40,650;37,800;618,391;24,020,829,650;763,533,828,750;19,806,325;
059100;아이컴포넌트;KOSDAQ;8,360;80;+0.97;8,280;8,380;8,140;41,575;344,300,660;59,112,389,600;7,070,860;
149010;아이케이세미콘;KONEX;6,180;380;+6.55;5,480;6,650;5,480;103;568,830;19,281,600,000;3,120,000;
262840;아이퀘스트;KOSDAQ;13,550;350;+2.65;13,200;13,650;12,950;151,868;2,028,543,200;133,603,000,000;9,860,000;
175250;아이큐어;KOSDAQ;44,700;650;-1.43;45,400;46,450;44,350;215,662;9,736,901,800;403,776,306,900;9,033,027;
052460;아이크래프트;KOSDAQ;6,070;0;0.00;6,080;6,260;5,980;117,351;711,976,190;88,670,171,520;14,607,936;
119830;아이텍;KOSDAQ;10,700;2,050;-16.08;12,800;12,800;10,500;2,709,788;31,230,522,100;177,552,996,600;16,593,738;
052770;아이톡시;KOSDAQ;3,180;0;0.00;0;0;0;0;0;35,178,772,260;11,062,507;
124500;아이티센;KOSDAQ;5,810;160;-2.68;5,960;6,000;5,780;210,283;1,228,801,080;115,661,604,730;19,907,333;
084850;아이티엠반도체;KOSDAQ;46,250;850;-1.80;47,450;47,500;45,800;94,692;4,383,177,000;1,069,353,835,000;23,121,164;
223220;아이피몬스터;KONEX;638;0;0.00;0;0;0;0;0;14,925,135,940;23,393,630;
027360;아주IB투자;KOSDAQ;6,110;40;+0.66;5,950;6,250;5,910;1,724,081;10,579,987,000;728,618,874,750;119,250,225;
032080;아즈텍WB;KOSDAQ;5,140;660;-11.38;5,770;6,750;5,070;25,257,708;151,265,376,400;110,463,889,060;21,491,029;
013310;아진산업;KOSDAQ;3,550;55;-1.53;3,640;3,650;3,545;272,961;975,971,050;137,763,366,100;38,806,582;
059120;아진엑스텍;KOSDAQ;11,200;650;-5.49;11,650;11,750;11,050;1,066,847;12,076,139,050;109,184,275,200;9,748,596;
158430;아톤;KOSDAQ;30,600;1,900;+6.62;28,800;30,750;28,500;293,806;8,750,016,500;133,219,456,200;4,353,577;
149300;아퓨어스;KONEX;1,895;60;+3.27;1,830;2,100;1,830;14,527;26,685,990;64,917,581,605;34,257,299;
067160;아프리카TV;KOSDAQ;142,700;3,300;-2.26;144,000;144,100;137,500;176,201;24,887,173,200;1,640,303,250,900;11,494,767;
001540;안국약품;KOSDAQ;13,150;50;-0.38;13,200;13,250;13,050;25,137;330,524,400;171,507,823,000;13,042,420;
053800;안랩;KOSDAQ;69,200;300;-0.43;69,500;69,900;68,600;46,193;3,195,105,800;692,958,766,000;10,013,855;
251280;안지오랩;KONEX;11,000;0;0.00;11,100;11,100;10,900;1,092;11,991,550;29,830,900,000;2,711,900;
065660;안트로젠;KOSDAQ;89,000;8,700;-8.90;99,000;100,500;85,300;683,150;62,806,003,100;838,544,205,000;9,421,845;
297570;알로이스;KOSDAQ;5,590;100;-1.76;5,580;5,760;5,540;155,155;872,613,260;96,871,424,260;17,329,414;
001780;알루코;KOSPI;4,710;80;-1.67;4,840;4,845;4,670;672,023;3,176,215,380;394,153,434,510;83,684,381;
260660;알리코제약;KOSDAQ;9,580;80;-0.83;9,680;9,680;9,540;72,446;693,860,430;146,832,861,180;15,327,021;
131370;알서포트;KOSDAQ;9,730;50;+0.52;9,650;9,730;9,450;635,248;6,090,033,240;518,288,717,590;53,267,083;
140670;알에스오토메이션;KOSDAQ;11,800;500;+4.42;11,300;12,400;11,100;910,528;10,807,591,800;107,417,052,000;9,103,140;
096610;알에프세미;KOSDAQ;4,880;210;-4.13;5,070;5,070;4,870;236,428;1,167,050,865;50,013,490,080;10,248,666;
061040;알에프텍;KOSDAQ;7,130;20;-0.28;7,080;7,150;7,050;169,181;1,198,151,920;228,796,416,670;32,089,259;
148250;알엔투테크놀로지;KOSDAQ;17,150;50;+0.29;17,500;17,600;16,800;106,712;1,824,634,950;126,678,835,150;7,386,521;
347860;알체라;KOSDAQ;37,200;1,600;-4.12;39,100;39,200;37,150;495,977;18,676,460,850;503,271,136,800;13,528,794;
196170;알테오젠;KOSDAQ;85,100;3,000;-3.41;88,500;89,100;85,000;261,493;22,661,926,900;3,589,462,685,000;42,179,350;
123750;알톤스포츠;KOSDAQ;5,280;20;+0.38;5,260;5,300;5,240;55,399;291,827,730;67,300,448,160;12,746,297;
085810;알티캐스트;KOSDAQ;2,925;60;-2.01;2,975;3,025;2,925;613,935;1,810,614,005;86,562,716,175;29,594,091;
117670;알파홀딩스;KOSDAQ;4,190;105;-2.44;4,300;4,300;4,175;105,324;443,041,950;90,826,705,420;21,677,018;
291650;압타머사이언스;KOSDAQ;24,450;1,100;+4.71;23,350;25,650;23,000;441,108;10,756,946,050;206,996,780,700;8,466,126;
293780;압타바이오;KOSDAQ;93,500;2,700;-2.81;94,300;98,600;92,700;563,420;53,598,390,700;1,037,404,285,500;11,095,233;
267810;앙츠;KONEX;1,345;30;+2.28;1,315;1,345;1,315;212;284,840;2,080,715,000;1,547,000;
018250;애경산업;KOSPI;26,000;450;+1.76;25,850;26,150;25,750;111,519;2,891,772,400;686,658,310,000;26,409,935;
161000;애경유화;KOSPI;12,900;250;-1.90;13,100;13,150;12,700;651,853;8,367,725,450;413,316,000,000;32,040,000;
196300;애니젠;KOSDAQ;17,100;200;+1.18;17,000;17,300;16,700;42,791;725,296,950;85,947,421,500;5,026,165;
310200;애니플러스;KOSDAQ;3,320;90;-2.64;3,400;3,400;3,275;181,418;601,740,195;97,600,858,680;29,397,849;
179530;애드바이오텍;KONEX;9,760;1,140;-10.46;10,900;10,900;9,760;5,833;58,423,070;75,084,109,440;7,693,044;
900100;애머릿지;KOSDAQ;3,585;0;0.00;0;0;0;0;0;109,692,162,975;30,597,535;
205500;액션스퀘어;KOSDAQ;5,530;120;-2.12;5,600;5,650;5,380;297,376;1,627,893,580;228,569,526,850;41,332,645;
052790;액토즈소프트;KOSDAQ;11,600;350;-2.93;11,900;11,950;11,500;64,902;756,278,350;131,435,400,800;11,330,638;
290740;액트로;KOSDAQ;8,500;160;-1.85;8,590;8,740;8,490;12,484;106,585,000;85,552,593,500;10,065,011;
238090;앤디포스;KOSDAQ;10,250;50;+0.49;10,200;10,350;10,100;143,059;1,461,515,400;244,340,750,500;23,838,122;
092600;앤씨앤;KOSDAQ;4,980;220;-4.23;5,230;5,230;4,970;270,917;1,366,520,160;104,318,550,000;20,947,500;
129890;앱코;KOSDAQ;22,000;250;-1.12;22,250;22,500;21,950;35,328;779,282,700;216,336,604,000;9,833,482;
174900;앱클론;KOSDAQ;20,600;250;-1.20;20,550;21,150;20,500;49,120;1,017,889,550;314,728,221,400;15,278,069;
255440;야스;KOSDAQ;16,450;350;-2.08;16,800;16,900;16,300;38,336;633,331,300;214,804,100,000;13,058,000;
030960;양지사;KOSDAQ;12,300;50;-0.40;12,350;12,500;12,250;34,983;432,893,900;196,554,000,000;15,980,000;
102120;어보브반도체;KOSDAQ;14,850;600;-3.88;15,550;15,550;14,850;264,430;3,981,473,950;259,275,847,050;17,459,653;
238120;얼라인드;KOSDAQ;10,950;700;-6.01;11,550;11,600;10,950;154,979;1,742,539,950;78,724,455,600;7,189,448;
224810;엄지하우스;KONEX;5,470;650;+13.49;4,325;5,470;4,325;2;9,795;22,974,000,000;4,200,000;
019990;에너토크;KOSDAQ;10,050;150;-1.47;10,200;10,350;9,820;256,187;2,572,154,350;98,048,684,400;9,756,088;
011090;에넥스;KOSPI;2,850;50;-1.72;2,895;2,910;2,800;1,099,072;3,130,699,585;170,976,176,850;59,991,641;
270660;에브리봇;KOSDAQ;29,850;150;-0.50;29,800;30,100;29,550;89,839;2,682,036,650;181,955,779,350;6,095,671;
038680;에스넷;KOSDAQ;9,450;850;-8.25;10,050;10,100;9,440;1,993,156;19,413,217,570;151,910,781,750;16,075,215;
137310;에스디바이오센서;KOSPI;61,800;3,500;+6.00;58,600;64,400;58,100;5,768,044;353,923,608,900;6,382,169,615,400;103,271,353;
217480;에스디생명공학;KOSDAQ;4,750;60;-1.25;4,810;4,830;4,715;57,989;276,000,520;106,471,563,500;22,415,066;
121890;에스디시스템;KOSDAQ;739;0;0.00;0;0;0;0;0;7,101,198,800;9,609,200;
097780;에스맥;KOSDAQ;1,330;25;-1.85;1,355;1,355;1,330;1,373,656;1,840,503,165;376,735,983,540;283,260,138;
042110;에스씨디;KOSDAQ;2,255;70;-3.01;2,325;2,335;2,250;1,726,986;3,960,466,215;108,983,166,820;48,329,564;
298060;에스씨엠생명과학;KOSDAQ;29,650;600;-1.98;30,050;30,150;29,200;38,216;1,136,303,450;356,447,971,100;12,021,854;
065420;에스아이리소스;KOSDAQ;639;0;0.00;0;0;0;0;0;43,500,682,854;68,076,186;
270210;에스알바이오텍;KONEX;5,490;10;-0.18;5,260;5,490;5,260;120;631,430;4,429,375,920;806,808;
103230;에스앤더블류;KOSDAQ;2,505;0;0.00;0;0;0;0;0;18,036,000,000;7,200,000;
260970;에스앤디;KONEX;35,000;2,500;-6.67;35,000;35,000;35,000;1,220;42,700,000;106,274,700,000;3,036,420;
101490;에스앤에스텍;KOSDAQ;36,050;50;+0.14;36,850;37,650;35,700;1,225,103;44,721,712,550;773,324,664,350;21,451,447;
095910;에스에너지;KOSDAQ;4,420;155;-3.39;4,520;4,555;4,380;360,348;1,603,292,495;85,733,276,980;19,396,669;
275630;에스에스알;KOSDAQ;6,520;10;+0.15;6,510;6,550;6,410;16,672;108,027,450;38,663,847,760;5,930,038;
031330;에스에이엠티;KOSDAQ;5,670;220;-3.74;5,840;6,050;5,540;8,463,449;48,639,095,600;566,972,029,890;99,995,067;
060540;에스에이티;KOSDAQ;3,735;75;+2.05;3,630;3,845;3,620;1,008,310;3,770,358,870;97,607,897,910;26,133,306;
158300;에스에이티이엔지;KONEX;14,100;150;+1.08;14,000;14,900;13,900;6,563;91,981,800;46,619,323,500;3,306,335;
056190;에스에프에이;KOSDAQ;42,150;250;-0.59;42,650;42,700;41,750;100,184;4,216,196,650;1,513,554,234,000;35,908,760;
080000;에스엔유;KOSDAQ;4,680;140;-2.90;4,820;4,845;4,645;614,098;2,905,186,840;160,631,031,600;34,322,870;
086460;에스엔피제네틱스;KONEX;6,880;110;-1.57;6,990;6,990;6,000;33;203,530;12,548,088,000;1,823,850;
005850;에스엘;KOSPI;30,250;750;-2.42;31,000;31,050;30,050;215,806;6,533,233,650;1,458,149,129,250;48,203,277;
214310;에스엘바이오닉스;KOSDAQ;1,170;70;-5.65;1,240;1,255;1,160;662,991;785,607,670;48,382,908,210;41,352,913;
246250;에스엘에스바이오;KONEX;9,710;280;-2.80;10,200;10,200;9,430;4,391;42,225,380;66,665,005,130;6,865,603;
041510;에스엠;KOSDAQ;68,400;1,300;-1.87;68,800;70,000;67,700;583,397;40,023,426,900;1,608,949,328,400;23,522,651;
299670;에스엠비나;KONEX;4,795;165;-3.33;4,350;4,795;4,350;2;9,145;26,132,750,000;5,450,000;
007820;에스엠코어;KOSDAQ;8,100;310;+3.98;7,800;8,950;7,620;3,806,394;31,603,651,870;162,274,962,600;20,033,946;
109610;에스와이;KOSDAQ;4,075;20;-0.49;4,070;4,090;4,020;344,775;1,393,773,430;190,991,509,150;46,869,082;
012750;에스원;KOSPI;81,500;200;-0.24;81,800;82,300;81,300;30,534;2,489,989,200;3,096,933,007,000;37,999,178;
306040;에스제이그룹;KOSDAQ;25,050;100;+0.40;24,800;25,200;24,300;88,735;2,203,120,350;247,138,991,400;9,865,828;
080440;에스제이케이;KOSDAQ;498;0;0.00;0;0;0;0;0;6,636,328,080;13,325,960;
217910;에스제이켐;KONEX;410;20;-4.65;430;437;385;5,185;2,145,444;5,326,114,020;12,990,522;
224020;에스케이씨에스;KONEX;3,705;405;-9.85;4,500;4,500;3,705;74;325,585;11,392,875,000;3,075,000;
096630;에스코넥;KOSDAQ;2,350;15;+0.64;2,355;2,385;2,320;1,888,616;4,430,838,215;155,494,797,650;66,167,999;
069510;에스텍;KOSDAQ;11,800;100;-0.84;11,900;11,900;11,650;23,170;271,602,000;128,738,000,000;10,910,000;
041910;에스텍파마;KOSDAQ;12,200;200;-1.61;12,400;12,500;12,100;60,591;742,912,500;145,158,808,600;11,898,263;
234300;에스트래픽;KOSDAQ;7,400;30;-0.40;7,430;7,570;7,330;379,600;2,816,288,690;154,113,584,000;20,826,160;
039440;에스티아이;KOSDAQ;17,700;450;-2.48;18,300;18,300;17,650;88,861;1,587,403,700;280,191,000,000;15,830,000;
098660;에스티오;KOSDAQ;3,250;25;-0.76;3,275;3,275;3,160;43,997;141,580,610;40,628,172,000;12,500,976;
052020;에스티큐브;KOSDAQ;9,460;20;-0.21;9,360;9,560;9,320;118,720;1,118,632,350;289,248,042,380;30,575,903;
237690;에스티팜;KOSDAQ;113,200;2,900;+2.63;111,200;115,500;110,200;310,546;35,057,932,100;2,111,859,200,000;18,656,000;
050760;에스폴리텍;KOSDAQ;4,990;80;-1.58;5,070;5,090;4,960;41,003;204,964,235;81,510,043,220;16,334,678;
