종목코드;종목명;시장구분;전일종가;등락폭;등락대비;시작가;고가;저가;거래량;거래액;시가총액;주식발행량;
228850;레이언스;KOSDAQ;15,150;450;+3.06;14,800;15,200;14,400;256,446;3,815,628,500;251,353,862,100;16,591,014;
281740;레이크머티리얼즈;KOSDAQ;4,600;40;-0.86;4,660;4,675;4,550;368,677;1,696,809,705;302,360,520,800;65,730,548;
277810;레인보우로보틱스;KOSDAQ;22,850;700;+3.16;22,150;23,400;22,100;201,395;4,582,499,850;368,689,639,900;16,135,214;
179720;렌딩머신;KONEX;4,310;0;0.00;0;0;0;0;0;4,380,524,530;1,016,363;
215100;로보로보;KOSDAQ;4,240;10;+0.24;4,220;4,255;4,200;58,877;248,486,120;75,465,444,960;17,798,454;
090360;로보스타;KOSDAQ;26,200;200;+0.77;26,050;27,150;25,650;108,161;2,834,585,550;255,450,000,000;9,750,000;
238500;로보쓰리;KONEX;1,315;70;-5.05;1,385;1,385;1,245;5,326;6,886,900;21,142,493,730;16,077,942;
108490;로보티즈;KOSDAQ;15,950;150;-0.93;16,150;16,150;15,800;54,670;872,903,500;179,453,450,000;11,251,000;
900260;로스웰;KOSDAQ;340;1;+0.29;340;344;337;520,035;176,523,279;61,253,190,620;180,156,443;
067730;로지시스;KOSDAQ;9,030;170;-1.85;9,180;9,270;9,020;151,013;1,372,702,850;87,355,515,660;9,673,922;
071280;로체시스템즈;KOSDAQ;5,790;90;-1.53;5,860;5,880;5,750;49,004;284,432,020;88,567,331,370;15,296,603;
032350;롯데관광개발;KOSPI;19,650;200;-1.01;19,750;19,800;19,500;202,005;3,964,199,100;1,361,266,758,300;69,275,662;
330590;롯데리츠;KOSPI;5,890;0;0.00;5,920;5,920;5,830;311,608;1,831,628,210;1,431,086,726,760;242,968,884;
000400;롯데손해보험;KOSPI;1,860;25;-1.33;1,885;1,890;1,850;449,834;836,462,095;577,225,555,200;310,336,320;
023530;롯데쇼핑;KOSPI;107,500;1,000;-0.92;108,000;109,500;107,500;83,279;8,996,193,000;3,041,041,162,500;28,288,755;
004000;롯데정밀화학;KOSPI;69,500;1,600;-2.25;71,000;71,000;69,200;162,781;11,360,389,100;1,793,100,000,000;25,800,000;
286940;롯데정보통신;KOSPI;41,300;250;+0.61;41,550;41,550;40,950;60,777;2,510,819,600;635,868,470,300;15,396,331;
280360;롯데제과;KOSPI;139,500;2,000;+1.45;137,500;139,500;136,500;4,719;653,746,000;895,132,021,500;6,416,717;
004990;롯데지주;KOSPI;37,400;450;-1.19;37,800;37,800;37,350;119,354;4,472,203,300;3,923,605,463,800;104,909,237;
00499K;롯데지주우;KOSPI;58,700;600;+1.03;59,200;59,200;57,900;1,428;82,866,300;57,973,470,100;987,623;
005300;롯데칠성;KOSPI;137,500;1,000;-0.72;138,500;140,000;136,500;24,146;3,325,646,500;1,275,846,550,000;9,278,884;
005305;롯데칠성우;KOSPI;77,100;200;-0.26;76,900;78,000;76,100;840;64,698,200;59,776,401,000;775,310;
011170;롯데케미칼;KOSPI;259,500;4,000;-1.52;263,500;264,500;259,000;103,552;26,976,420,500;8,894,471,230,500;34,275,419;
002270;롯데푸드;KOSPI;449,000;5,000;+1.13;441,500;450,000;438,000;2,521;1,123,588,500;542,865,695,000;1,209,055;
071840;롯데하이마트;KOSPI;33,850;450;-1.31;34,450;34,500;33,450;127,115;4,285,870,550;799,121,051,200;23,607,712;
038060;루멘스;KOSDAQ;1,545;75;+5.10;1,470;1,580;1,455;1,997,720;3,062,891,160;74,319,241,605;48,103,069;
162120;루켄테크놀러지스;KONEX;3,710;30;-0.80;3,875;3,875;3,710;876;3,265,085;37,843,725,150;10,200,465;
253610;루트락;KONEX;2,840;155;-5.18;3,070;3,070;2,815;8,764;26,097,715;22,074,022,120;7,772,543;
085370;루트로닉;KOSDAQ;18,000;100;+0.56;17,950;18,400;17,700;539,367;9,717,795,050;468,545,220,000;26,030,290;
08537M;루트로닉3우C;KOSDAQ;24,750;450;+1.85;24,300;25,150;24,300;935;22,948,250;10,930,664,250;441,643;
060240;룽투코리아;KOSDAQ;6,460;160;+2.54;6,300;6,620;6,210;374,251;2,427,883,340;164,273,174,640;25,429,284;
058470;리노공업;KOSDAQ;179,500;1,000;-0.55;180,500;182,000;177,600;21,037;3,770,121,000;2,736,005,415,000;15,242,370;
039980;리노스;KOSDAQ;1,480;50;-3.27;1,520;1,530;1,450;285,606;424,258,195;64,492,903,280;43,576,286;
019570;리더스 기술투자;KOSDAQ;863;3;-0.35;868;880;860;1,859,284;1,614,178,145;107,951,121,778;125,088,206;
016100;리더스코스메틱;KOSDAQ;4,520;145;-3.11;4,660;4,700;4,455;76,075;344,138,875;86,336,040,880;19,100,894;
012700;리드코프;KOSDAQ;9,450;120;-1.25;9,600;9,630;9,400;106,508;1,014,625,340;249,915,975,750;26,446,135;
302550;리메드;KOSDAQ;27,700;400;+1.47;27,400;27,750;27,150;63,964;1,754,510,650;169,374,863,200;6,114,616;
029480;릭스솔루션;KOSDAQ;499;7;-1.38;506;508;496;820,930;409,157,916;42,124,501,661;84,417,839;
277070;린드먼아시아;KOSDAQ;6,030;60;-0.99;6,090;6,150;5,990;45,436;274,431,490;81,628,110,000;13,537,000;
042500;링네트;KOSDAQ;6,940;20;+0.29;6,910;7,010;6,880;171,301;1,184,643,630;106,576,733,320;15,356,878;
219420;링크제니시스;KOSDAQ;10,450;450;-4.13;10,800;11,200;10,450;848,520;9,141,257,150;119,856,348,150;11,469,507;
027740;마니커;KOSPI;678;7;-1.02;690;690;677;958,936;651,913,356;134,564,418,732;198,472,594;
195500;마니커에프앤지;KOSDAQ;5,980;70;-1.16;6,070;6,120;5,960;69,281;417,238,080;94,292,640,000;15,768,000;
222810;마이더스AI;KOSDAQ;386;14;-3.50;400;404;371;1,171,016;456,515,291;54,513,735,484;141,227,294;
305090;마이크로디지탈;KOSDAQ;22,450;2,000;+9.78;20,450;24,900;20,000;2,036,638;47,115,288,100;163,022,920,000;7,261,600;
098120;마이크로컨텍솔;KOSDAQ;10,700;200;+1.90;10,500;10,750;9,930;240,616;2,477,433,640;88,946,596,200;8,312,766;
147760;마이크로프랜드;KOSDAQ;9,600;20;-0.21;9,750;9,750;9,460;129,169;1,240,529,640;103,870,713,600;10,819,866;
038290;마크로젠;KOSDAQ;34,050;50;+0.15;34,000;34,250;33,700;59,238;2,011,957,300;364,864,511,550;10,715,551;
204320;만도;KOSPI;63,800;500;+0.79;63,600;64,200;62,800;253,640;16,128,471,800;2,995,864,256,000;46,957,120;
001080;만호제강;KOSPI;22,600;300;+1.35;22,450;22,700;22,100;9,627;215,449,400;93,790,000,000;4,150,000;
220630;맘스터치;KOSDAQ;4,475;45;+1.02;4,470;5,170;4,410;8,094,078;39,328,258,110;455,633,451,225;101,817,531;
267980;매일유업;KOSDAQ;74,400;500;-0.67;74,800;75,300;74,200;27,310;2,037,401,000;583,566,667,200;7,843,638;
005990;매일홀딩스;KOSDAQ;10,100;200;-1.94;10,300;10,400;10,050;25,536;259,246,450;138,554,870,400;13,718,304;
127160;매직마이크로;KOSDAQ;282;0;0.00;0;0;0;0;0;24,427,827,282;86,623,501;
093520;매커스;KOSDAQ;6,700;140;-2.05;6,840;6,840;6,580;58,352;389,733,490;108,292,716,400;16,163,092;
141070;맥스로텍;KOSDAQ;743;0;0.00;0;0;0;0;0;26,670,245,050;35,895,350;
377030;맥스트;KOSDAQ;74,200;5,800;-7.25;78,900;78,900;74,000;575,555;43,434,837,000;633,185,032,200;8,533,491;
088980;맥쿼리인프라;KOSPI;12,250;50;-0.41;12,300;12,300;12,250;522,740;6,417,356,200;4,559,357,941,250;372,192,485;
094800;맵스리얼티1;KOSPI;4,635;50;-1.07;4,685;4,685;4,615;81,288;376,164,935;430,287,124,185;92,834,331;
100590;머큐리;KOSDAQ;10,200;150;-1.45;10,350;10,400;10,150;105,151;1,076,665,550;150,588,720,000;14,763,600;
067280;멀티캠퍼스;KOSDAQ;40,050;550;-1.35;40,600;42,300;40,050;50,998;2,104,255,950;237,367,498,950;5,926,779;
072870;메가스터디;KOSDAQ;13,800;0;0.00;13,900;13,900;13,650;26,411;362,464,300;164,509,234,200;11,920,959;
215200;메가스터디교육;KOSDAQ;74,600;4,100;-5.21;78,700;78,700;73,000;159,794;11,957,372,900;884,896,248,000;11,861,880;
133750;메가엠디;KOSDAQ;5,200;130;-2.44;5,330;5,340;5,150;360,318;1,879,883,710;121,716,800,400;23,407,077;
235980;메드팩토;KOSDAQ;64,700;1,900;+3.03;62,400;65,700;62,300;142,164;9,125,893,700;1,327,019,127,400;20,510,342;
200580;메디쎄이;KONEX;13,850;650;-4.48;14,450;14,450;13,850;978;13,664,200;51,606,194,150;3,726,079;
041920;메디아나;KOSDAQ;13,100;200;-1.50;13,300;13,350;13,100;32,940;433,556,600;113,321,497,600;8,650,496;
233250;메디안디노스틱;KONEX;34,000;900;-2.58;33,000;34,000;33,000;8;265,000;59,382,156,000;1,746,534;
014100;메디앙스;KOSDAQ;6,200;0;0.00;0;0;0;0;0;73,160,000,000;11,800,000;
236340;메디젠휴먼케어;KONEX;6,400;580;-8.31;6,600;6,700;6,100;3,926;24,152,710;15,394,438,400;2,405,381;
054180;메디콕스;KOSDAQ;1,515;15;-0.98;1,535;1,580;1,500;2,186,533;3,351,705,475;111,323,322,615;73,480,741;
086900;메디톡스;KOSDAQ;192,100;0;0.00;192,100;196,100;191,500;38,534;7,431,363,900;1,201,467,166,400;6,254,384;
078160;메디포스트;KOSDAQ;29,100;650;-2.18;29,650;30,250;28,950;132,592;3,889,459,300;473,288,045,400;16,264,194;
065650;메디프론;KOSDAQ;3,020;5;-0.17;3,005;3,040;2,985;174,410;525,008,825;131,720,196,180;43,615,959;
138040;메리츠금융지주;KOSPI;24,650;200;+0.82;24,450;25,150;24,050;201,561;4,961,852,350;3,303,378,397,100;134,011,294;
008560;메리츠증권;KOSPI;5,180;60;+1.17;5,130;5,180;5,080;1,251,810;6,443,857,200;3,531,364,399,220;681,730,579;
000060;메리츠화재;KOSPI;25,400;250;+0.99;25,200;25,600;25,100;225,606;5,747,160,850;3,063,875,000,000;120,625,000;
021880;메이슨캐피탈;KOSDAQ;588;0;0.00;588;597;581;263,648;154,377,552;88,896,431,904;151,184,408;
140410;메지온;KOSDAQ;141,400;6,600;+4.90;136,700;149,100;136,300;158,249;22,490,547,500;1,257,428,628,400;8,892,706;
241770;메카로;KOSDAQ;10,400;250;-2.35;10,650;10,650;10,250;15,369;159,545,650;105,525,056,000;10,146,640;
090370;메타랩스;KOSPI;1,250;20;-1.57;1,270;1,290;1,245;545,129;687,767,345;81,730,391,250;65,384,313;
059210;메타바이오메드;KOSDAQ;3,040;90;-2.88;3,130;3,130;2,995;304,914;924,144,135;72,541,547,040;23,862,351;
058110;멕아이씨에스;KOSDAQ;13,250;350;-2.57;13,500;13,750;13,250;146,746;1,969,563,800;212,669,522,500;16,050,530;
096640;멜파스;KOSDAQ;2,625;30;+1.16;2,615;2,840;2,610;2,972,312;8,019,787,470;93,061,161,375;35,451,871;
017180;명문제약;KOSPI;5,920;160;+2.78;5,690;5,950;5,620;1,080,212;6,283,913,840;201,004,447,680;33,953,454;
257370;명성티엔에스;KOSDAQ;9,210;0;0.00;0;0;0;0;0;59,319,850,890;6,440,809;
009900;명신산업;KOSPI;36,500;1,500;+4.29;35,300;36,750;34,400;2,057,493;73,717,255,300;1,915,159,854,500;52,470,133;
267060;명진홀딩스;KONEX;680;120;-15.00;797;797;680;28,261;19,256,680;5,992,404,120;8,812,359;
012690;모나리자;KOSPI;4,980;50;-0.99;5,060;5,060;4,970;128,528;640,731,490;182,124,849,900;36,571,255;
005360;모나미;KOSPI;5,470;140;-2.50;5,570;5,600;5,450;303,415;1,668,565,850;103,368,269,290;18,897,307;
080420;모다이노칩;KOSDAQ;3,935;55;-1.38;3,990;3,990;3,920;64,373;254,051,955;313,704,582,570;79,721,622;
080160;모두투어;KOSDAQ;24,400;800;-3.17;25,100;25,150;24,200;310,573;7,639,504,800;461,160,000,000;18,900,000;
204210;모두투어리츠;KOSPI;4,180;15;-0.36;4,190;4,250;4,175;10,188;42,770,930;32,716,086,700;7,826,815;
100030;모바일리더;KOSDAQ;22,500;50;-0.22;22,400;22,850;22,400;30,637;692,959,450;73,883,565,000;3,283,714;
087260;모바일어플라이언스;KOSDAQ;4,570;155;-3.28;4,725;4,750;4,545;759,648;3,508,978,785;148,353,378,220;32,462,446;
101330;모베이스;KOSDAQ;4,020;90;-2.19;4,110;4,125;3,985;179,082;718,824,800;96,311,915,760;23,958,188;
012860;모베이스전자;KOSDAQ;2,110;70;-3.21;2,155;2,195;2,100;380,090;808,174,480;120,172,011,600;56,953,560;
348030;모비릭스;KOSDAQ;23,100;650;+2.90;22,350;24,800;22,350;1,118,784;26,580,989,950;214,922,400,000;9,304,000;
250060;모비스;KOSDAQ;2,800;75;-2.61;2,830;2,865;2,780;221,547;623,707,750;90,079,679,200;32,171,314;
033200;모아텍;KOSDAQ;10,150;310;+3.15;9,840;10,200;9,600;56,533;556,824,110;145,461,527,750;14,331,185;
009680;모토닉;KOSPI;11,100;100;-0.89;11,100;11,200;11,050;25,194;279,891,000;366,300,000,000;33,000,000;
118990;모트렉스;KOSDAQ;6,440;270;-4.02;6,560;6,640;6,340;1,460,730;9,423,797,230;251,166,691,160;39,001,039;
006920;모헨즈;KOSDAQ;5,450;80;-1.45;5,500;5,560;5,360;81,751;443,262,730;59,514,000,000;10,920,000;
009580;무림P&P;KOSPI;4,970;30;-0.60;5,000;5,050;4,880;234,525;1,160,128,245;309,970,570,280;62,368,324;
001810;무림SP;KOSDAQ;3,540;120;-3.28;3,635;3,660;3,520;134,102;480,622,170;78,366,750,000;22,137,500;
009200;무림페이퍼;KOSPI;3,065;45;-1.45;3,110;3,125;3,050;142,800;438,456,875;127,532,535,150;41,609,310;
322970;무진메디;KONEX;6,090;190;+3.22;6,000;6,190;5,600;9,612;56,525,140;41,067,172,020;6,743,378;
033920;무학;KOSPI;7,820;150;-1.88;7,950;8,000;7,810;45,125;354,921,480;222,870,000,000;28,500,000;
008420;문배철강;KOSPI;4,970;70;-1.39;5,000;5,050;4,930;171,043;850,114,090;101,902,419,850;20,503,505;
279600;미디어젠;KOSDAQ;16,850;250;-1.46;17,150;17,400;16,400;91,116;1,545,927,850;78,938,559,850;4,684,781;
095500;미래나노텍;KOSDAQ;4,695;105;-2.19;4,775;4,810;4,650;862,777;4,071,465,775;135,293,603,655;28,816,529;
025560;미래산업;KOSPI;14,600;150;-1.02;14,800;14,900;14,500;65,979;965,225,650;64,999,302,200;4,452,007;
218150;미래생명자원;KOSDAQ;4,470;180;-3.87;4,650;4,720;4,460;202,996;918,089,640;83,461,283,160;18,671,428;
007120;미래아이앤지;KOSPI;635;16;-2.46;650;650;630;1,185,020;755,288,110;82,222,433,980;129,484,148;
353490;미래에셋대우스팩 5호;KOSDAQ;2,220;5;-0.22;2,235;2,235;2,200;49,135;108,796,165;11,233,200,000;5,060,000;
328380;미래에셋대우스팩3호;KOSDAQ;2,215;15;-0.67;2,205;2,230;2,205;29,981;66,341,700;14,357,630,000;6,482,000;
357250;미래에셋맵스리츠;KOSPI;5,010;10;+0.20;5,000;5,010;4,980;28,211;140,687,130;100,701,000,000;20,100,000;
100790;미래에셋벤처투자;KOSDAQ;8,500;150;-1.73;8,700;8,700;8,440;154,529;1,314,303,360;392,664,495,500;46,195,823;
085620;미래에셋생명;KOSPI;4,260;5;+0.12;4,285;4,325;4,250;189,667;812,912,870;754,088,965,140;177,016,189;
006800;미래에셋증권;KOSPI;9,010;50;-0.55;9,070;9,100;9,000;951,505;8,593,248,770;5,724,200,836,080;635,316,408;
00680K;미래에셋증권2우B;KOSPI;4,785;5;+0.10;4,780;4,795;4,745;149,467;713,555,460;669,900,000,000;140,000,000;
006805;미래에셋증권우;KOSPI;6,170;50;-0.80;6,230;6,290;6,130;40,013;246,853,550;86,847,377,500;14,075,750;
208890;미래엔에듀파트너;KONEX;3,280;0;0.00;3,280;3,280;3,280;3,200;10,496,000;10,334,689,600;3,150,820;
049950;미래컴퍼니;KOSDAQ;32,400;450;-1.37;33,000;33,100;32,300;31,393;1,020,934,850;270,938,714,400;8,362,306;
213090;미래테크놀로지;KOSDAQ;12,350;150;-1.20;12,500;12,500;12,300;4,334;53,658,850;75,591,731,800;6,120,788;
207760;미스터블루;KOSDAQ;10,350;0;0.00;10,300;10,450;10,250;113,322;1,173,477,000;256,282,922,250;24,761,635;
225850;미애부;KONEX;283;0;0.00;0;0;0;0;0;1,414,575,217;4,998,499;
002840;미원상사;KOSPI;213,500;3,000;+1.43;210,500;215,000;209,500;2,072;438,983,500;1,061,095,000,000;4,970,000;
268280;미원에스씨;KOSPI;188,500;1,000;+0.53;187,500;190,000;186,000;1,376;259,561,000;961,350,000,000;5,100,000;
107590;미원홀딩스;KOSPI;129,000;500;+0.39;128,500;129,000;127,000;1,304;167,167,500;299,280,000,000;2,320,000;
134380;미원화학;KOSPI;81,100;400;-0.49;81,000;81,300;81,000;390;31,611,200;178,360,634,800;2,199,268;
003650;미창석유;KOSPI;80,500;300;-0.37;80,500;81,000;79,400;768;61,432,900;140,043,596,000;1,739,672;
059090;미코;KOSDAQ;13,700;50;-0.36;13,850;13,850;13,600;185,584;2,538,428,000;449,178,132,500;32,786,725;
214610;미코바이오메드;KOSDAQ;15,500;0;0.00;15,600;15,800;15,350;151,432;2,347,726,800;283,512,050,000;18,291,100;
201490;미투온;KOSDAQ;6,490;100;+1.56;6,390;6,500;6,350;171,516;1,103,027,460;202,862,927,300;31,257,770;
950190;미투젠;KOSDAQ;22,550;400;+1.81;22,150;23,100;21,800;84,587;1,897,301,050;306,226,564,600;13,579,892;
214180;민앤지;KOSDAQ;22,300;400;+1.83;21,900;22,400;21,800;185,493;4,101,575,350;275,683,214,800;12,362,476;
155900;바다로19호;KOSPI;2,765;10;+0.36;2,760;2,785;2,750;13,962;38,501,270;42,028,011,060;15,200,004;
206640;바디텍메드;KOSDAQ;21,750;100;+0.46;21,500;22,250;21,400;137,566;2,999,692,950;510,832,680,000;23,486,560;
018700;바른손;KOSDAQ;3,060;115;-3.62;3,300;3,330;3,040;2,275,305;7,194,275,250;90,182,750,220;29,471,487;
035620;바른손이앤에이;KOSDAQ;1,480;40;-2.63;1,550;1,550;1,470;847,483;1,266,861,190;108,762,984,440;73,488,503;
064520;바른전자;KOSDAQ;1,005;0;0.00;0;0;0;0;0;74,054,909,385;73,686,477;
053030;바이넥스;KOSDAQ;19,700;200;+1.03;20,550;21,050;19,600;1,060,419;21,555,866,500;625,692,645,600;31,761,048;
301300;바이브컴퍼니;KOSDAQ;43,750;1,900;-4.16;46,000;46,250;43,000;123,560;5,456,436,600;235,994,937,500;5,394,170;
064550;바이오니아;KOSDAQ;45,700;5,300;+13.12;40,650;48,650;39,750;10,247,089;461,372,760,500;1,152,169,160,300;25,211,579;
314930;바이오다인;KOSDAQ;48,750;1,650;+3.50;46,750;51,400;46,600;163,127;8,066,036,050;300,699,506,250;6,168,195;
208710;바이오로그디바이스;KOSDAQ;4,710;360;-7.10;5,080;5,180;4,680;6,489,040;31,818,095,055;195,141,950,520;41,431,412;
142760;바이오리더스;KOSDAQ;9,820;1,400;+16.63;8,390;10,900;8,380;15,041,596;153,129,147,010;269,825,043,440;27,477,092;
086820;바이오솔루션;KOSDAQ;28,650;600;+2.14;27,850;28,800;27,600;79,839;2,258,753,000;231,819,354,900;8,091,426;
038460;바이오스마트;KOSDAQ;7,060;30;+0.43;7,000;7,180;6,940;305,012;2,149,213,500;141,819,868,000;20,087,800;
281310;바이오시네틱스;KONEX;10,200;400;-3.77;10,700;10,700;10,200;3,356;35,372,500;27,039,078,000;2,650,890;
266470;바이오인프라생명과학;KONEX;3,895;155;+4.14;3,750;3,990;3,640;33,524;130,295,710;54,946,169,065;14,106,847;
086040;바이오톡스텍;KOSDAQ;10,450;150;-1.42;10,550;10,650;10,300;118,382;1,239,739,400;153,271,435,350;14,667,123;
199290;바이오프로테크;KONEX;2,930;0;0.00;0;0;0;0;0;13,263,524,000;4,526,800;
032980;바이온;KOSDAQ;1,265;15;-1.17;1,300;1,300;1,245;465,372;586,897,895;84,629,482,905;66,900,777;
222160;바이옵트로;KONEX;8,990;300;+3.45;8,200;9,000;8,050;8,315;70,981,560;57,338,813,340;6,378,066;
043150;바텍;KOSDAQ;38,150;300;+0.79;37,750;38,300;36,950;58,247;2,191,158,700;566,689,866,400;14,854,256;
323990;박셀바이오;KOSDAQ;79,000;700;-0.88;79,300;80,400;78,500;293,390;23,202,972,100;1,202,617,000,000;15,223,000;
003610;방림;KOSPI;2,355;30;-1.26;2,385;2,385;2,335;84,512;198,997,750;99,649,681,950;42,314,090;
267790;배럴;KOSDAQ;9,490;110;-1.15;9,550;9,550;9,360;40,732;384,527,980;74,833,395,000;7,885,500;
001340;백광산업;KOSPI;6,490;210;-3.13;6,740;6,740;6,450;845,631;5,516,194,650;291,520,461,430;44,918,407;
046310;백금T&A;KOSDAQ;4,200;50;-1.18;4,250;4,275;4,110;87,462;364,081,025;68,958,292,200;16,418,641;
035150;백산;KOSPI;10,000;200;-1.96;10,100;10,150;9,900;552,732;5,526,889,300;242,000,000,000;24,200,000;
066410;버킷스튜디오;KOSDAQ;2,410;190;-7.31;2,630;2,680;2,410;3,425,263;8,632,314,925;99,317,868,940;41,210,734;
002410;범양건영;KOSPI;8,050;440;-5.18;8,510;8,600;8,050;1,220,153;10,045,254,960;199,897,455,100;24,831,982;
206400;베노홀딩스;KOSDAQ;6,270;30;+0.48;6,290;6,320;6,160;126,371;784,663,520;144,930,849,360;23,114,968;
019010;베뉴지;KOSDAQ;2,320;30;-1.28;2,330;2,370;2,275;263,464;607,289,980;111,824,000,000;48,200,000;
177350;베셀;KOSDAQ;5,080;10;-0.20;5,100;5,100;4,940;135,353;675,509,345;56,857,229,440;11,192,368;
299910;베스파;KOSDAQ;28,550;50;+0.18;29,150;29,150;27,250;8,975;254,348,300;234,307,451,800;8,206,916;
096300;베트남개발1;KOSPI;233;6;-2.51;239;239;233;241,118;56,760,362;32,079,489,163;137,680,211;
007210;벽산;KOSPI;4,085;85;-2.04;4,135;4,190;4,035;717,858;2,943,670,420;280,067,600,000;68,560,000;
225530;보광산업;KOSDAQ;6,970;20;-0.29;7,060;7,060;6,900;84,639;588,483,810;253,280,927,190;36,338,727;
250000;보라티알;KOSDAQ;17,300;50;+0.29;17,250;17,400;16,850;34,232;583,173,800;116,787,680,900;6,750,733;
002760;보락;KOSPI;2,635;80;+3.13;2,540;2,805;2,440;28,267,150;75,862,445,065;157,836,500,000;59,900,000;
003850;보령제약;KOSPI;17,850;400;-2.19;18,050;18,150;17,800;306,085;5,482,304,500;1,226,116,500,000;68,690,000;
006910;보성파워텍;KOSDAQ;4,000;0;0.00;4,005;4,100;3,910;1,855,949;7,441,553,570;196,519,296,000;49,129,824;
000890;보해양조;KOSPI;1,120;10;-0.88;1,130;1,140;1,115;1,696,196;1,904,445,610;153,200,296,480;136,785,979;
226340;본느;KOSDAQ;3,055;45;-1.45;3,070;3,095;2,995;346,649;1,051,626,990;93,787,265,780;30,699,596;
206950;볼빅;KONEX;3,840;0;0.00;0;0;0;0;0;16,063,998,720;4,183,333;
003000;부광약품;KOSPI;21,000;50;+0.24;21,050;21,500;20,900;867,415;18,397,945,550;1,492,324,029,000;71,063,049;
001270;부국증권;KOSPI;24,600;50;-0.20;24,500;24,600;24,450;1,707;41,876,700;255,099,195,600;10,369,886;
001275;부국증권우;KOSPI;22,750;50;-0.22;22,800;22,800;22,650;743;16,866,200;68,250,000,000;3,000,000;
026940;부국철강;KOSPI;6,140;80;-1.29;6,210;6,370;6,130;764,418;4,768,949,670;122,800,000,000;20,000,000;
014470;부방;KOSDAQ;2,970;70;-2.30;3,035;3,035;2,940;291,152;863,810,940;178,355,212,200;60,052,260;
015350;부산가스;KOSPI;60,800;100;-0.16;60,900;61,200;60,100;3,838;233,310,300;668,800,000,000;11,000,000;
011390;부산산업;KOSPI;146,500;4,000;-2.66;149,000;149,000;145,500;13,622;1,998,146,000;154,704,000,000;1,056,000;
005030;부산주공;KOSPI;590;13;-2.16;603;603;585;465,034;274,888,608;33,541,215,030;56,849,517;
008470;부스타;KOSDAQ;7,260;10;+0.14;7,250;7,330;7,170;56,341;406,647,880;61,018,848,000;8,404,800;
338220;뷰노;KOSDAQ;23,200;150;-0.64;23,300;23,750;22,700;121,893;2,814,203,900;259,112,819,200;11,168,656;
100120;뷰웍스;KOSDAQ;45,050;550;+1.24;45,700;46,650;44,300;258,946;11,764,170,750;450,584,018,250;10,001,865;
337930;브랜드엑스코퍼레이션;KOSDAQ;14,050;250;-1.75;14,100;14,600;14,050;99,184;1,403,839,050;277,274,375,550;19,734,831;
064480;브리지텍;KOSDAQ;4,965;185;-3.59;5,180;5,200;4,940;264,418;1,326,911,560;59,344,162,500;11,952,500;
288330;브릿지바이오테라퓨틱스;KOSDAQ;12,750;0;0.00;12,750;12,850;12,600;44,552;566,674,300;249,818,833,500;19,593,634;
251630;브이원텍;KOSDAQ;11,350;50;+0.44;11,350;11,500;11,050;126,080;1,429,816,050;170,824,083,000;15,050,580;
018290;브이티지엠피;KOSDAQ;9,050;180;+2.03;8,870;9,090;8,750;809,084;7,259,740,990;312,079,231,650;34,483,893;
044480;블루베리 NFT;KOSDAQ;2,995;5;+0.17;2,995;3,030;2,960;145,817;435,867,020;85,643,034,315;28,595,337;
033560;블루콤;KOSDAQ;12,400;150;-1.20;12,550;12,700;12,000;86,189;1,053,519,050;224,291,782,800;18,088,047;
191600;블루탑;KONEX;8,890;0;0.00;8,890;8,890;8,890;1;8,890;25,336,500,000;2,850,000;
126340;비나텍;KOSDAQ;53,800;200;+0.37;54,000;55,200;52,400;104,808;5,631,143,200;276,704,536,600;5,143,207;
121800;비덴트;KOSDAQ;10,450;350;+3.47;10,450;11,100;10,400;3,174,604;33,967,935,250;477,291,262,250;45,673,805;
148140;비디아이;KOSDAQ;3,265;25;-0.76;3,330;3,355;3,220;340,665;1,109,895,110;85,832,948,325;26,288,805;
082800;비보존 헬스케어;KOSDAQ;1,525;25;-1.61;1,550;1,550;1,515;1,283,525;1,964,199,075;258,101,324,250;169,246,770;
318410;비비씨;KOSDAQ;18,800;0;0.00;18,800;18,850;18,700;20,696;388,077,400;103,498,568,400;5,505,243;
002070;비비안;KOSPI;3,540;70;-1.94;3,600;3,600;3,520;231,933;821,570,715;105,470,724,600;29,793,990;
100220;비상교육;KOSPI;11,200;400;-3.45;11,500;11,600;11,050;137,013;1,547,129,000;145,563,499,200;12,996,741;
200780;비씨월드제약;KOSDAQ;20,450;1,450;-6.62;21,900;21,900;20,350;412,904;8,655,494,400;181,849,252,800;8,892,384;
141000;비아트론;KOSDAQ;11,000;0;0.00;11,100;11,100;10,800;132,524;1,445,980,600;133,261,810,000;12,114,710;
090460;비에이치;KOSDAQ;20,950;150;+0.72;20,850;21,100;20,600;292,068;6,095,370,550;705,861,813,600;33,692,688;
083650;비에이치아이;KOSDAQ;5,140;100;-1.91;5,240;5,250;5,000;406,725;2,074,809,590;133,640,000,000;26,000,000;
215050;비엔디생활건강;KONEX;1,645;70;-4.08;1,685;1,685;1,645;22;36,670;3,490,140,570;2,121,666;
086670;비엠티;KOSDAQ;14,300;550;+4.00;13,850;14,350;13,600;105,177;1,476,833,550;116,495,364,700;8,146,529;
335890;비올;KOSDAQ;2,390;30;-1.24;2,410;2,410;2,375;203,431;485,247,930;133,790,527,000;55,979,300;
138580;비즈니스온;KOSDAQ;22,150;50;+0.23;22,350;22,350;21,850;11,469;252,797,550;251,988,146,000;11,376,440;
